Date,Close,High,Low,Open,Volume,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,ATR,OBV,Stoch_K,Stoch_D,Williams_R,ROC,Signal
2014-10-16,92.60159301757812,93.26303006532945,90.15340101549948,90.32520752733302,100532300,44.342858300524725,-1.6931516135362583,-1.6331703245477458,-0.0599812889885127,97.8183134556748,93.473282623291,89.12825179090723,93.473282623291,96.5245166015625,97.37501098632812,92.28549570580432,93.97864731934058,1.8488737789064689,53117700,54.545209742649135,38.26845518558744,-45.45479025735087,-1.4174473147805964,hold
2014-10-17,92.32672882080078,93.82140974654956,91.9487609679966,93.76987105889432,72675000,43.42424163689557,-1.564443724157783,-1.6194250044697531,0.05498128031197,97.1321184970184,93.20794486999512,89.28377124297182,93.20794486999512,96.46601211547852,97.35100059509276,92.29183926195762,93.8562829861154,1.850571993166932,-19557300,52.60380631305342,48.7765128954357,-47.39619368694658,-0.296824479817715,hold
2014-10-20,93.40904998779295,93.40904998779295,91.91436955162888,91.92296151467367,34914400,47.99297012435654,-1.3594367807062469,-1.567427359717052,0.2079905790108052,96.73395357295864,93.06525650024416,89.39655942752964,93.06525650024416,96.41065017700195,97.32993343353272,92.46371783516304,93.8231546158693,1.825151167666728,15357100,76.69557358989044,61.28152988186434,-23.304426410109556,-0.0827603519400236,hold
2014-10-21,94.94671630859376,94.99825499707582,93.64101928829965,93.91590321645364,44748100,53.71201933671452,-1.06066380761672,-1.4660746492969858,0.4054108416802657,96.6651130287193,93.04442672729492,89.42374042587053,93.04442672729492,96.36770919799804,97.32051277160645,92.84571760030624,93.90638140792296,1.8082978706393087,60105200,99.1489704430199,76.14945011532126,-0.8510295569800804,0.8025498601748674,hold
2014-10-22,93.58949279785156,95.40201131512856,93.51218474963888,95.1786725844578,48798300,48.62890130191661,-0.9227636237725534,-1.3574124441920994,0.434648820419546,96.24031991014884,92.91256866455078,89.58481741895271,92.91256866455078,96.31098709106443,97.30026287078856,92.96014455377475,93.8829081775473,1.8141213488429075,11306900,71.94155216828459,82.59536540039831,-28.05844783171541,0.2208018081140293,hold
2014-10-23,95.24739074707033,95.84870397923534,94.29388547576328,94.5258227329738,60795100,54.316269889574855,-0.671952376962409,-1.2203204307461617,0.5483680537837525,96.34897010976933,92.94478378295898,89.54059745614863,92.94478378295898,96.27234573364258,97.28766399383544,93.31202858351251,93.98398096047494,1.845913479738684,72102000,91.29350306412908,87.46134189181119,-8.706496935870922,3.703741237930819,hold
2014-10-24,95.41057586669922,95.62532912169348,94.8694000234634,95.2817226029528,41927400,54.84617066023554,-0.4547726455372043,-1.0672108737043702,0.6124382281671659,96.34053561995792,92.94263572692871,89.5447358338995,92.94263572692871,96.23405532836914,97.275753364563,93.6348820116951,94.0896546572323,1.7680574524880692,114029400,93.65628284017563,85.63044602419643,-6.343717159824364,1.9271245781717687,hold
2014-10-27,95.35903930664062,95.42775536891988,94.07051974797577,94.8522182056161,31133700,54.63064999543623,-0.2835461696328138,-0.910477932890059,0.6269317632572451,96.33722284513036,92.9417766571045,89.54633046907864,92.9417766571045,96.19850387573244,97.26090389251708,93.90013698014825,94.18368314978106,1.7387130359492151,82895700,92.91007790365704,92.61995460265392,-7.089922096342943,4.696775641868658,hold
2014-10-28,98.0735092163086,98.10787052155996,95.60814618669956,95.78853812395762,84912900,62.899991140155706,0.0703758332815454,-0.7143071796557382,0.7846830129372836,97.20195098897142,93.14879989624023,89.09564880350905,93.14879989624023,96.18897201538086,97.26635120391846,94.54219424724984,94.4718184139683,1.8108643344470807,167808600,99.62510803513432,95.39715625965566,-0.3748919648656811,9.003248807358775,hold
2014-10-29,97.841552734375,98.6919735148604,97.05126258374722,98.23669780968888,67133500,61.86236469156044,0.3283594970256587,-0.5057738443194588,0.8341333413451175,97.93826525010437,93.41079788208008,88.8833305140558,93.41079788208008,96.1679475402832,97.26468021392822,95.04978786065372,94.72142836362804,1.7987105199232305,100675100,91.27751935175829,94.60423509684988,-8.722480648241707,9.183251168197945,hold
