Date,Close,High,Low,Open,Volume,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,ATR,OBV,Stoch_K,Stoch_D,Williams_R,ROC,Signal
2014-10-16,153.01690673828125,154.09304229233166,150.24030352753704,150.3799534623979,270391000,29.53565144061685,-2.3018585126869766,-1.3901114742682783,-0.911747038418698,166.98172680461715,159.72633209228516,152.47093737995317,159.72633209228516,161.30258270263673,155.35059921264647,156.94269293761812,159.2445514503051,2.3643778041708687,330620400,26.55681827007161,19.81176236684489,-73.4431817299284,-5.456300065485934,hold
2014-10-17,154.82418823242188,155.8756806219776,154.12592588766125,154.78311176482805,214625000,36.92237140408784,-2.300348001050594,-1.5721587796247416,-0.7281892214258523,166.3755327435075,159.22399978637696,152.0724668292464,159.22399978637696,161.27512725830078,155.38372764587402,156.6167691368187,158.9171171378693,2.399691809851261,545245400,39.98802726524532,31.309301539133845,-60.01197273475468,-3.025456568144381,hold
2014-10-20,156.32745361328125,156.450670447327,154.49555898341168,154.54484571703,130011000,42.33706031955398,-2.1530311538475644,-1.6883332544693062,-0.4646978993782582,165.82240638976387,158.8604934692383,151.89858054871272,158.8604934692383,161.2415966796875,155.42449394226074,156.57225905627448,158.72529021012204,2.367936070855837,675256400,53.443708138032974,39.996184557783295,-46.55629186196703,-2.0989841208501434,hold
2014-10-21,159.4244384765625,159.5312222248781,157.2967983010323,157.4610915970967,154949000,51.5621593523102,-1.766023080434138,-1.7038712196622727,-0.0621518607718654,165.4468693221319,158.69866409301758,151.95045886390326,158.69866409301758,161.26084716796876,155.4828923034668,157.01105589016495,158.7770789705991,2.427638395194481,830205400,77.48708740283256,56.97294093537028,-22.512912597167443,-1.2467269436139683,hold
2014-10-22,158.29075622558594,160.11444021330956,158.2250364156496,159.70370080228662,151822000,48.503147710012826,-1.5331221987159722,-1.669721415473013,0.1365992167570406,164.72287056478496,158.41648330688477,152.1100960489846,158.41648330688477,161.26183898925785,155.5310852050781,157.2079328648451,158.74105506356108,2.389193066799158,678383400,68.68576820712882,66.53885458266478,-31.314231792871187,-1.8340566477136917,hold
2014-10-23,160.1309051513672,161.17418705428872,159.58051569220677,159.8762486515083,154944000,53.341799067460784,-1.1863860129916477,-1.57305433497674,0.3866683219850926,164.57905506440412,158.35856857299805,152.138082081592,158.35856857299805,161.2782110595703,155.58831665039062,157.65762090892542,158.84400692191707,2.4244957640779887,833327400,82.971727125054,76.38152757833844,-17.028272874945984,0.8641318299866663,hold
2014-10-24,161.36317443847656,161.41247372616667,159.76951511032212,160.39383487182243,117927000,56.30277476107933,-0.8029058558257987,-1.4190246391465515,0.6161187833207531,164.37577163865492,158.2981918334961,152.22061202833729,158.2981918334961,161.30418395996094,155.651223526001,158.2277060673179,159.0306119231437,2.3686716820613145,951254400,96.73355209932578,82.79701581050286,-3.2664479006742173,-0.1067784981883833,hold
2014-10-27,161.14134216308594,161.3795655851563,160.21306677530146,160.78809963441634,82954000,55.61850093929733,-0.5110045369284251,-1.2374206187029266,0.7264160817745016,164.18944181567434,158.24151077270508,152.29357972973582,158.24151077270508,161.32637451171874,155.71099563598634,158.67595777435915,159.18696231128757,2.2828021911894245,868300400,94.93328812258912,91.54618911565628,-5.066711877410867,1.7744241110893848,hold
2014-10-28,162.98968505859375,162.9978953377704,161.6095935354976,161.6835361871969,106736000,59.98257179600526,-0.1290373519748584,-1.015743965357313,0.8867066133824546,164.40374991712304,158.29860458374023,152.19345925035742,158.29860458374023,161.35871337890626,155.78993438720704,159.33960812577985,159.4686454777547,2.2523558328676407,975036400,99.93942733984802,97.20208918725432,-0.060572660151963,4.130397399258101,hold
2014-10-29,162.74319458007812,163.57288380346114,161.66705916580915,163.10464732207436,142557000,59.14730147514198,0.1520321405371021,-0.78218874417843,0.934220884715532,164.8374440812271,158.45304107666016,152.06863807209322,158.45304107666016,161.3692785644531,155.85961967468262,159.8632368110565,159.7112046705194,2.2276036046379515,832479400,94.12793109093889,96.33354885112531,-5.872068909061114,5.709386698435699,hold
