Date,Close,High,Low,Open,Volume,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,ATR,OBV,Stoch_K,Stoch_D,Williams_R,ROC,Signal
2014-10-16,88.32894897460938,90.0556237668629,88.10404746713273,90.04837280764862,18096600,69.15241978455515,1.2456349060119294,0.8886649786458638,0.3569699273660656,89.17787640188932,85.53112258911133,81.88436877633335,85.53112258911133,84.48831100463867,80.10528762817383,86.89082557421443,85.6451906682025,1.1136469762334258,269922200,49.90965262163051,68.36405133472562,-50.09034737836949,4.974035422661538,hold
2014-10-17,87.83560180664062,88.29991775350898,87.40756279174872,87.92266312233446,8524300,64.6947003431064,1.2287324186946051,0.9566784666556122,0.2720539520389929,89.350061563703,85.77615165710449,82.20224175050599,85.77615165710449,84.57320190429688,80.18210376739502,87.03617576381846,85.80744334512386,1.0999140624210852,261397900,44.165589564230224,50.78860933450523,-55.834410435769776,2.4021224749446843,hold
2014-10-20,88.15486907958984,88.40153463902818,87.74133729134824,88.3507502276682,7742500,66.21261173055,1.226955694921216,1.0107339123087329,0.216221782612483,89.51650098868052,86.03207702636719,82.54765306405386,86.03207702636719,84.6680891418457,80.26051624298096,87.20828242778329,85.98132673286207,1.0685057256538606,269140400,43.13443657507441,45.736559586978366,-56.86556342492559,3.6775140729510776,hold
2014-10-21,87.45109558105469,87.95893944667796,87.44383908723636,87.66874057985765,9754700,60.08058730547549,1.1554397981225009,1.0396750894714866,0.1157647086510142,89.56774614217618,86.22712516784668,82.88650419351718,86.22712516784668,84.74904541015626,80.33388442993164,87.24563829751736,86.09019849939486,1.042971744703834,259385700,34.193469903754284,40.49783201435296,-65.80653009624572,2.4129024072735525,hold
2014-10-22,87.54541778564453,87.6760070137648,87.21894748288567,87.40032110332584,9260200,60.60714544115708,1.0937656981691646,1.0504932112110223,0.0432724869581422,89.5056038981006,86.45004806518554,83.39449223227048,86.45004806518554,84.84271865844727,80.40680179595947,87.2917582187677,86.19799252059853,1.001120872287784,268645900,35.39173051238853,37.57321233040573,-64.60826948761147,2.46238254857067,hold
2014-10-23,86.76918029785156,87.18996862639621,86.37741242662926,87.08839979331113,10936300,54.26354657963893,0.971058889228857,1.0346063468145894,-0.0635474575857324,89.44016013620951,86.5849452972412,83.7297304582729,86.5849452972412,84.91003662109375,80.47683135986328,87.21136161554983,86.24030272632098,1.0130411927683185,257709600,21.7056137207902,30.43027137897766,-78.2943862792098,0.2010539030624157,hold
2014-10-24,86.85623931884766,87.35683250770745,86.674865616807,87.00859256435149,5704900,54.83452840143116,0.8707997569564583,1.0018450288429632,-0.1310452718865049,89.31722119151512,86.73034744262695,84.14347369373878,86.73034744262695,84.96566513061524,80.54516838073731,87.15672741605718,86.28592765910072,0.9893930283491852,263414500,16.210473286564582,24.43593917324776,-83.78952671343542,0.2764282124308929,hold
2014-10-27,87.01583862304688,87.25524767435341,86.81270098674534,86.9795616729564,3391900,55.92093908720569,0.7950570792209675,0.960487438918564,-0.1654303596975966,89.25032698292475,86.85007820129394,84.44982941966313,86.85007820129394,85.00614547729492,80.60994079589844,87.13505221713251,86.33999513791154,0.9503325754391058,266806400,15.594552748317543,17.836879918557432,-84.40544725168246,0.900165425335263,hold
2014-10-28,86.4716796875,86.80540644875765,86.3918748603424,86.6820737286352,5141300,51.38273376479469,0.6832453558891984,0.905039022312691,-0.2217936664234925,89.03303521032105,86.96648139953614,84.89992758875123,86.96648139953614,85.05263870239258,80.67014839172363,87.03299490488136,86.34974954899216,0.9270205173866324,261665100,4.606515624265017,12.137180553049037,-95.393484375735,-0.7163758006888,hold
2014-10-29,86.66758728027344,86.92876578820673,85.91307220569776,86.30483996759772,9105100,52.865784983372976,0.6034852626067249,0.8447282703714978,-0.2412430077647729,89.01027849324367,87.01110191345215,85.01192533366063,87.01110191345215,85.10824844360351,80.73303756713867,86.97677834724936,86.37329308464264,0.9333543077525136,270770200,11.231168719832397,10.47741236413831,-88.76883128016762,-1.0928575887722043,hold
2014-10-30,86.74009704589844,87.39304302524187,86.70382565181852,87.29147426568647,7024400,53.43200223486937,0.5399020909098482,0.783763034479168,-0.2438609435693197,88.88430698566648,87.09670906066894,85.3091111356714,87.09670906066894,85.16805297851562,80.7966796875,86.94036583934921,86.40046374843936,0.9185044104107932,277794600,12.310496938725652,9.382727094274346,-87.68950306127435,-1.6533693276828618,hold
2014-10-31,86.51524353027344,86.84897043020513,86.21053708273823,86.58053539685154,6664200,51.37111752850461,0.4659964526825604,0.7202097181198465,-0.254213265437286,88.78645639630444,87.15293617248535,85.51941594866626,87.15293617248535,85.21397262573242,80.85671466827392,86.8749624071837,86.40896595450114,0.8984993344862294,271130400,8.963489229632428,10.835051629396816,-91.03651077036758,-2.676846193602916,hold
2014-11-03,86.5152359008789,86.66069188060878,85.96978846119303,86.47160188124909,9726600,51.37104512731134,0.4027820653712126,0.6567241875701197,-0.2539421221989071,88.67372909174058,87.2066219329834,85.73951477422621,87.2066219329834,85.25050659179688,80.91518928527832,86.81961986775218,86.41683780238097,0.8836710548383379,261403800,8.96337566395283,10.079120610770294,-91.03662433604718,-2.0533620005507256,hold
