Date,Close,High,Low,Open,Volume,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,ATR,OBV,Stoch_K,Stoch_D,Williams_R,ROC
2014-10-16,15.850144386291504,16.027529422818052,15.741425118915638,15.947420125698612,39843835,29.715790664280988,-0.20536182064601505,-0.1004001398448295,-0.10496168080118555,17.573137844833102,16.756812715530394,15.940487586227684,16.756812715530394,16.713953609466554,17.111404328346254,16.447895118300774,16.65325693894679,0.29287117042202576,-198445438,7.661265114056248,12.210991129703288,-92.33873488594374,-6.323995651019694
2014-10-17,15.924534797668455,16.027532319675988,15.810092595289095,15.913090117296624,34331731,32.24009292515245,-0.23189937517851789,-0.1266999869115672,-0.10519938826695069,17.52102719037744,16.68328399658203,15.845540802786621,16.68328399658203,16.711550369262696,17.10611315727234,16.367378145895803,16.59927752107432,0.28748320999094484,-164113707,12.903433105606238,15.496891190364451,-87.09656689439377,-4.528285338333967
2014-10-20,15.981754302978516,16.004643663084067,15.79292685995278,15.947422563489615,41027372,34.19774798687584,-0.24548365964302477,-0.1504567214578587,-0.09502693818516605,17.46448888099395,16.618910694122313,15.773332507250675,16.618910694122313,16.706858177185058,17.100940828323363,16.308051400831605,16.55353506047463,0.28207132378668354,-123086335,21.428564053084898,13.997754090915791,-78.5714359469151,-3.888509853815833
2014-10-21,16.182025909423828,16.319356304236678,16.02180845753253,16.090473079771655,38453714,40.65982539157039,-0.23735300040855023,-0.16783597724799704,-0.06951702316055319,17.390815656968936,16.56827030181885,15.745724946668762,16.56827030181885,16.70720142364502,17.096686182022093,16.288662863691947,16.526015864100497,0.286037800748932,-84632621,39.28545880959015,24.539151989427094,-60.71454119040985,-3.21699238368044
2014-10-22,16.1934757232666,16.302195030537213,16.027535304151208,16.16486459217673,32451184,41.01646201998297,-0.22736457283387068,-0.17974169636517176,-0.04762287646869892,17.266552134048393,16.510763549804686,15.754974965560981,16.510763549804686,16.70971923828125,17.09195915222168,16.274018688241895,16.501383261075766,0.2852250811515801,-52181437,40.306362992669214,33.67346195178141,-59.693637007330786,-2.9825342061887903
2014-10-23,16.36513328552246,16.519628978491834,16.347966841784835,16.393743258195418,32436955,46.233654310757224,-0.2032543517012897,-0.18444422743239536,-0.018810124268894335,17.168610933887756,16.47128086090088,15.773950787914002,16.47128086090088,16.714182357788086,17.087504987716674,16.288036318592752,16.491290670294042,0.28814852215684095,-19744482,55.611932652630735,45.06791815163003,-44.388067347369265,-0.6599940928884606
2014-10-24,16.656963348388672,16.748516209354914,16.42808004563808,16.47957939268283,29959845,53.72714381323075,-0.15876839734653458,-0.17930906141522324,0.020540664068688652,17.113190592600343,16.45382833480835,15.794466077016356,16.45382833480835,16.7185311126709,17.084565744400024,16.34479432317674,16.503562720523274,0.2949509794193847,10215363,81.63248949481715,59.1835950467057,-18.367510505182853,-0.9189539919421768
2014-10-27,16.611186981201172,16.714184525348152,16.565410550543625,16.645519879361828,24207323,52.49131861909531,-0.1257570789542406,-0.16859866492302672,0.04284158596878612,17.04130609268559,16.432656669616698,15.824007246547804,16.432656669616698,16.7229944229126,17.082066659927367,16.385777809026653,16.511534887980893,0.2845097648040377,-13991960,77.5509135504731,71.59844523264032,-22.449086449526913,0.1379548554865973
2014-10-28,16.645517349243164,16.76568017387073,16.513909843523304,16.691293772942696,34131050,53.357809601024,-0.09572177645032909,-0.15402328722848718,0.058301510778158094,16.994446782887852,16.418923759460448,15.843400736033045,16.418923759460448,16.725855445861818,17.080157375335695,16.42573773829073,16.52145951474106,0.2821712337714226,20139090,80.6119254430668,79.93177616278568,-19.388074556933216,-0.13734905678513265
2014-10-29,16.874399185180664,16.954507344685027,16.616904810650084,16.67984767547583,28814990,58.75843176267352,-0.05284061775908455,-0.13378675333460666,0.0809461355755221,17.027586942062758,16.428651428222658,15.829715914382557,16.428651428222658,16.7321496963501,17.078110132217407,16.4947625762738,16.547603194032884,0.2861306123616741,48954080,93.39631248380095,83.85305049244694,-6.603687516199047,3.5827119026667
