Date,Close,High,Low,Open,Volume
2014-01-02,61.151920318603516,61.56198791397845,60.98789896872647,61.21902487433438,4253400
2014-01-03,61.05500030517578,61.49489153330056,61.01026772506156,61.06991495739596,3897900
2014-01-06,60.465965270996094,61.122073109264754,60.46596527099609,60.876032669914004,11188800
2014-01-07,60.76423263549805,61.07737210107199,60.45109316992411,60.62257186800207,4630900
2014-01-08,61.08481216430664,61.092269488981415,60.4137951503786,60.79403907298317,4662300
2014-01-09,60.81641387939453,61.09227804829036,60.36907103685841,61.0624544336849,4966000
2014-01-10,61.14445877075195,61.166825056279464,60.70456763171356,60.928241863532676,4981000
2014-01-13,60.36905288696289,61.23391469740985,60.36159556348535,60.8462192006449,6952400
2014-01-14,60.39888000488281,60.7567519168195,60.10064961942125,60.60018224431327,5217300
2014-01-15,60.44362258911133,60.71202941168257,60.19758205370895,60.279595565509744,5196800
2014-01-16,60.58528518676758,60.67475033819148,60.22740751625418,60.316878355950685,4871200
2014-01-17,60.391441345214844,60.65239088003951,60.13049181039016,60.630024589665005,6178000
2014-01-21,59.98881530761719,60.76421207062017,59.50419161970636,60.61509971508072,6932800
2014-01-22,59.79496383666992,60.24976390929159,59.58620426660194,60.137932488377785,5821600
2014-01-23,59.82479476928711,59.869533031401545,59.041946285688915,59.36254300419266,6387000
2014-01-24,59.01958465576172,59.64586349205737,59.01958465576172,59.35509036259541,7118300
2014-01-27,58.85553741455078,59.027016027785045,58.54239241564015,58.79589020635153,6591200
2014-01-28,58.55731201171875,58.848085065930775,58.02049846908997,58.46784119185684,10586500
2014-01-29,57.17054748535156,58.71388362745671,57.13326655377155,58.36346334838209,9195300
2014-01-30,57.35696029663086,57.97578756663064,57.14820066055224,57.58063458572849,6820900
2014-01-31,57.29731369018555,57.75957123820164,56.55174030270552,56.812689850668825,10592200
2014-02-03,55.98511505126953,57.20786090456343,55.865826241359606,57.14075632726586,9527000
2014-02-04,55.89564895629883,56.55175162081332,55.29918785163135,56.29825934870817,9573400
2014-02-05,56.11183547973633,56.32805237050373,55.14258813329926,55.71668263009203,10080300
2014-02-06,56.78287124633789,56.81268917580219,56.04474950594373,56.05966415894933,6107100
2014-02-07,56.999088287353516,57.110925443116884,56.55174535257408,56.79032863034138,6194200
2014-02-10,56.96925354003906,57.103451261416964,56.57409494787217,57.08108497452064,6343600
2014-02-11,57.18547058105469,57.40168752346941,56.790317637020955,56.99162561608115,6292900
2014-02-12,57.617889404296875,57.65517033534719,57.16308934918604,57.34203099230179,7345900
2014-02-13,57.84903335571289,58.05779867135568,57.364415230007786,57.66264001866532,6586900
2014-02-14,58.1025390625,58.25165147687338,57.64773880390502,57.96833561425437,4752300
2014-02-18,57.834129333496094,58.214373366281364,57.46134262754646,58.0950788900061,4954700
2014-02-19,56.999088287353516,57.79685165566362,56.96181302761508,57.595549325908785,7767800
2014-02-20,57.76700973510742,57.82665126357725,57.06616915907407,57.10344440333375,5852200
2014-02-21,57.960853576660156,58.1845277911354,57.67753783482687,57.67753783482687,7764500
2014-02-24,58.05778503417969,58.34110079216568,57.75209730285343,58.03541306083942,11739500
2014-02-25,60.37653732299805,60.39144628837697,59.14634005724673,59.40728961343066,13421700
2014-02-26,60.91334533691406,61.66637607391889,60.234876491546814,60.3839888982746,9737800
2014-02-27,61.11465072631836,61.286129417885654,60.1006704768192,60.883524799304425,6040900
2014-02-28,61.15939712524414,61.9571605926765,60.6822305104215,61.055017283768855,7239600
2014-03-03,61.136993408203125,61.15935969079005,60.108104591306144,60.19011808630568,8359500
2014-03-04,61.78567886352539,62.031713798904235,61.66638437147247,61.80058783089478,6367600
2014-03-05,61.815494537353516,62.03170582191536,61.56945394533988,61.815494537353516,5069900
2014-03-06,61.44269943237305,61.800571437050145,61.3084960085509,61.71855791758811,6168400
2014-03-07,61.54707336425781,61.63653851274801,61.16682941835724,61.59180593850291,5287700
2014-03-10,61.27124786376953,61.539654855081864,60.93574196876711,61.465098621556436,4139000
2014-03-11,60.95626449584961,61.37618525995616,60.77629927137413,61.25621035063629,4667900
2014-03-12,60.40885925292969,60.62631984156204,60.168903727713136,60.5363400952252,7048700
2014-03-13,59.08911895751953,60.78380270226579,59.02912863354829,60.78380270226579,7665800
2014-03-14,59.52404022216797,59.89897120151872,59.08162441261059,59.104119356012795,6739000
2014-03-17,59.67399978637695,60.13141591422635,59.42654403439459,59.66649956695565,5547600
2014-03-18,59.85395812988281,60.40885416250127,59.703988084631504,59.72648301932015,5032600
2014-03-19,59.80147933959961,60.35637547704866,59.5390288503326,59.96644985313647,6568400
2014-03-20,60.05641555786133,60.16889594722844,59.59150500592961,59.771470196322845,5097800
2014-03-21,60.30386734008789,61.41366500399623,60.176392243575215,60.573817968579384,10086100
2014-03-24,59.7340087890625,60.33389494765915,59.38906723965305,60.296405280805395,7574200
2014-03-25,59.59150695800781,60.056417525168904,59.35905167442727,60.02642809327953,5375500
2014-03-26,59.14159393310547,59.82396510051221,59.01411309702645,59.606504522484144,6364600
2014-03-27,58.99911117553711,59.25406137457981,58.76665590923464,58.9616158069767,5803300
2014-03-28,59.02911376953125,59.614004978489994,58.85664306179152,59.17908382070349,5132700
2014-03-31,59.33656692504883,59.486542729651106,59.11910629911951,59.396557246889735,5736200
2014-04-01,59.52404022216797,60.206417350662846,59.41906000562918,59.41906000562918,6697600
2014-04-02,59.95145034790039,60.55884231366442,59.606514596486974,59.64400997596326,6611700
2014-04-03,59.53904724121094,60.00395804552012,59.22410655680923,59.95146793145317,5505400
2014-04-04,59.02911376953125,59.76397502966223,58.85664306179152,59.71898515850871,6422000
2014-04-07,57.836856842041016,59.00664550978949,57.76187178255551,59.00664550978949,11121300
2014-04-08,57.82184982299805,58.069305615573896,57.30444329688348,57.67187973591747,7371000
2014-04-09,58.30925750732422,58.436732645396354,57.84434111313014,57.91932615193777,8027600
2014-04-10,57.57439422607422,58.654197163898544,57.514403902641284,58.20428118013579,6201500
2014-04-11,56.76454544067383,57.784358116471275,56.72705577701497,57.45442275970796,8399100
2014-04-14,56.967010498046875,57.63438714354759,56.62207470427063,57.21446630260127,8677200
2014-04-15,56.90699005126953,57.28942102670781,55.94716822514075,57.20693580218211,7022900
2014-04-16,57.42441177368164,57.42441177368165,56.839520548631434,57.30443115265037,6104700
2014-04-17,57.80685043334961,58.24927192397267,56.922018894087905,57.18446941174962,6875000
2014-04-21,58.45924377441406,58.751689511446806,58.24178309695501,58.751689511446806,6253300
2014-04-22,59.74149703979492,60.161423599972906,58.96163996631278,59.04412523415173,11188400
2014-04-23,58.87913513183594,60.02642827933089,58.81915054688082,59.89145295144857,7497000
2014-04-24,59.81647872924805,59.8464738905052,59.02912719996777,59.21659266708098,7271600
2014-04-25,59.52404022216797,59.76399582011274,59.26158968082099,59.5465408865629,6381400
2014-04-28,60.11640930175781,60.85127626281679,59.48652823884204,59.63649828591992,14562400
2014-04-29,59.628997802734375,60.228889430365705,59.62899780273437,60.228889430365705,5146500
2014-04-30,59.62150955200195,59.79397455134751,59.036618300323724,59.79397455134751,8524700
2014-05-01,59.48654556274414,59.72650114054388,59.20159438092478,59.62152093281851,3936700
2014-05-02,59.53904724121094,60.10894399464738,59.3590819531233,59.47905690485061,3738400
2014-05-05,59.00662612915039,59.37405680464261,58.90914043494428,59.269076611644834,3521000
2014-05-06,58.05429458618164,59.059112293535044,58.0018044931775,58.96912682510321,6475800
2014-05-07,57.799354553222656,58.4592309420122,57.37942801400016,58.376745678289495,5378600
2014-05-08,57.77687072753906,58.2867771281973,57.48442499844025,57.69438544794779,5485100
2014-05-09,58.27177047729492,58.30176564131438,57.59689358933843,57.78435907371564,4345800
2014-05-12,58.69166564941406,58.819146470962146,58.30174012976892,58.35423021358635,4324200
2014-05-13,57.94179916381836,58.999106690148125,57.769334211928125,58.75915122417811,5455500
2014-05-14,57.22195816040039,58.016815642479315,57.116977955011265,57.98682048079783,6870000
2014-05-15,57.169471740722656,57.20696712548809,56.47960014058152,57.02700186479747,6304700
2014-05-16,58.00932312011719,58.01682334178093,57.48442202351296,57.581902021170066,7039400
