Date,Close,High,Low,Open,Volume
2014-01-02,78.95684814453125,79.23732291814811,78.73066259628531,79.21018175678022,29177500
2014-01-03,78.38687133789062,79.02923753452782,78.36877952927706,78.95685649480187,35723700
2014-01-06,78.09736633300781,78.49545521131421,77.80784903132232,78.40498234878193,32073100
2014-01-07,78.82115173339844,78.93876574755761,78.31449135114029,78.4592534325386,25860600
2014-01-08,78.99304962158203,79.21019274792604,78.66734183470211,78.83924508406542,27197400
2014-01-09,78.73065948486328,79.2916021072935,78.45924097927566,79.28255275298345,23674700
2014-01-10,78.98400115966797,79.07447400411063,78.33258563546389,78.92066947829454,38008900
2014-01-13,77.81690216064453,79.14687470251589,77.5183354874413,78.87544919912436,48842300
2014-01-14,79.30066680908203,79.36399849623955,78.07926604096639,78.07926604096639,37178900
2014-01-15,79.95208740234375,80.10589195184377,79.56304789896116,79.64447140070708,39835600
2014-01-16,79.96113586425781,80.07875680135493,79.76209832193415,79.88876171370246,31630100
2014-01-17,79.50872802734375,79.95205659704702,79.31873302717119,79.71682173379978,36895800
2014-01-21,80.11495208740234,80.15113571351102,79.44543765955302,80.01542985900954,26412700
2014-01-22,80.32303619384766,80.52208064368098,80.08780121653216,80.32303619384766,29376900
2014-01-23,80.05159759521484,80.08778121102122,79.49065491331763,80.07873875838743,35011900
2014-01-24,78.47734832763672,79.78017950091356,78.45020716196616,79.66256548212905,63974600
2014-01-27,77.71736145019531,78.6130543541159,77.12927760115498,78.4773416347011,63519300
2014-01-28,77.672119140625,77.75354953077473,77.1835575076329,77.35546074034366,44378800
2014-01-29,76.83977508544922,77.57261424709365,76.68597052852283,77.00262899944099,51939300
2014-01-30,78.26020812988281,78.53163357809282,77.6992654248122,77.78069582032956,65833600
2014-01-31,78.0521011352539,78.42304872475236,77.31021285889172,77.39164324060576,45187000
2014-02-03,76.26072692871094,78.26020652134461,76.06168252446615,77.90735758750547,65596900
2014-02-04,76.82166290283203,77.12927193511484,76.41452477449668,76.64975967735921,37675500
2014-02-05,76.62264251708984,76.89406111836345,75.76313302313017,76.56835327472528,41721800
2014-02-06,77.5997543334961,77.69927655191636,76.83072465695156,76.84882337082989,32308600
2014-02-07,78.98400115966797,79.03828348580645,77.80783347400666,78.0340190364311,38359400
2014-02-10,79.43637084960938,79.47255446462438,78.90256934255959,78.95685166771754,30205400
2014-02-11,80.34111022949219,80.49491474706734,79.51779151311605,79.60826435271112,38635500
